PCA1_u,PCA2_u,PCA1_v,PCA2_v
-0.04376559321859819,-0.022646432485161353,-0.04376559321859819,-0.022646432485161353
-0.04361560631788693,-0.02742225046523617,-0.04361560631788693,-0.02742225046523617
-0.043320529944467584,-0.031762897854662304,-0.043320529944467584,-0.031762897854662304
-0.042739407989752974,-0.035978525202197784,-0.042739407989752974,-0.035978525202197784
-0.0420186568988986,-0.04003348193065198,-0.0420186568988986,-0.04003348193065198
-0.04115914558335252,-0.04366988301900267,-0.04115914558335252,-0.04366988301900267
-0.04014262176676607,-0.04702329368984848,-0.04014262176676607,-0.04702329368984848
-0.03902809012001617,-0.04989685904870415,-0.03902809012001617,-0.04989685904870415
-0.03788434706668021,-0.05221405736306531,-0.03788434706668021,-0.05221405736306531
-0.036710357891640864,-0.05437418509481647,-0.036710357891640864,-0.05437418509481647
-0.03077349530923961,0.05321191067913184,-0.03077349530923961,0.05321191067913184
-0.03193521583278541,0.052573314991157104,-0.03193521583278541,0.052573314991157104
-0.03300503041835047,0.05189989910171838,-0.03300503041835047,0.05189989910171838
-0.033972470337208335,0.05083424625323452,-0.033972470337208335,0.05083424625323452
-0.03500316921263464,0.04929959488916773,-0.03500316921263464,0.04929959488916773
-0.0359705211609177,0.04726272360156705,-0.0359705211609177,0.04726272360156705
-0.03711879518388916,0.04511391417139462,-0.03711879518388916,0.04511391417139462
-0.037831245228317975,0.042444595143148356,-0.037831245228317975,0.042444595143148356
-0.03847913619327043,0.03953772561941742,-0.03847913619327043,0.03953772561941742
-0.03929988823287808,0.036854490103171836,-0.03929988823287808,0.036854490103171836
-0.040096158505785386,0.03390673510577696,-0.040096158505785386,0.03390673510577696
-0.041037511338644785,0.030926909589078014,-0.041037511338644785,0.030926909589078014
-0.041622927027029376,0.026922279722799317,-0.041622927027029376,0.026922279722799317
-0.04220383399092765,0.02292945910984438,-0.04220383399092765,0.02292945910984438
-0.04277654327514603,0.018487072687858087,-0.04277654327514603,0.018487072687858087
-0.04327275896231639,0.013748510256789089,-0.04327275896231639,0.013748510256789089
-0.04376451145287638,0.008932500152652912,-0.04376451145287638,0.008932500152652912
-0.04404765220032932,0.0038994129785172816,-0.04404765220032932,0.0038994129785172816
-0.04428736005809373,-0.0009363409257041231,-0.04428736005809373,-0.0009363409257041231
-0.04438844484506405,-0.0059575470728871725,-0.04438844484506405,-0.0059575470728871725
-0.04435776771742279,-0.010992117779050835,-0.04435776771742279,-0.010992117779050835
-0.044229302096826566,-0.015844021327322294,-0.044229302096826566,-0.015844021327322294
-0.04415198906381281,-0.02052235723618619,-0.04415198906381281,-0.02052235723618619
-0.043943937790763096,-0.025199173713692843,-0.043943937790763096,-0.025199173713692843
-0.04364827360053581,-0.029544904747596232,-0.04364827360053581,-0.029544904747596232
-0.0432569282390378,-0.03372947446561252,-0.0432569282390378,-0.03372947446561252
-0.04257056631088833,-0.0377830296074107,-0.04257056631088833,-0.0377830296074107
-0.04177387313321566,-0.04166566582026683,-0.04177387313321566,-0.04166566582026683
-0.04080653952944136,-0.04510866015349627,-0.04080653952944136,-0.04510866015349627
-0.03974645128469695,-0.048129969393805226,-0.03974645128469695,-0.048129969393805226
-0.038571442454163093,-0.05061912532750937,-0.038571442454163093,-0.05061912532750937
-0.03740677947938259,-0.052732190542933245,-0.03740677947938259,-0.052732190542933245
-0.03068815640143889,0.0567806887138221,-0.03068815640143889,0.0567806887138221
-0.03129295637227197,0.055277623989115635,-0.03129295637227197,0.055277623989115635
-0.03254253009836786,0.05510761435781281,-0.03254253009836786,0.05510761435781281
-0.03362422556351655,0.05450683623608516,-0.03362422556351655,0.05450683623608516
-0.03459290255220336,0.053401405118279864,-0.03459290255220336,0.053401405118279864
-0.035740032560092096,0.05185148287364044,-0.035740032560092096,0.05185148287364044
-0.03665261472292341,0.049822739831951415,-0.03665261472292341,0.049822739831951415
-0.03776713642794691,0.047479853838178154,-0.03776713642794691,0.047479853838178154
-0.03839316101464549,0.044660318366130006,-0.03839316101464549,0.044660318366130006
-0.03903582023068316,0.04178185509306374,-0.03903582023068316,0.04178185509306374
-0.039676644867189095,0.03888341449282711,-0.039676644867189095,0.03888341449282711
-0.04045516911195503,0.035935522694996,-0.04045516911195503,0.035935522694996
-0.04133787711527752,0.03300957472982062,-0.04133787711527752,0.03300957472982062
-0.04190023131876793,0.029099752781646507,-0.04190023131876793,0.029099752781646507
-0.04251500672736732,0.025102879735258984,-0.04251500672736732,0.025102879735258984
-0.04303661687244959,0.0207950150537905,-0.04303661687244959,0.0207950150537905
-0.04352712678947356,0.01608248592116171,-0.04352712678947356,0.01608248592116171
-0.04395526164784658,0.011305378833485223,-0.04395526164784658,0.011305378833485223
-0.04421679509143929,0.006280861939168176,-0.04421679509143929,0.006280861939168176
-0.044541257245661575,0.0014720777660674146,-0.044541257245661575,0.0014720777660674146
-0.044706743007103956,-0.0036313255740530537,-0.044706743007103956,-0.0036313255740530537
-0.0446816631731256,-0.008672626872376712,-0.0446816631731256,-0.008672626872376712
-0.04461486866128548,-0.01370628887472955,-0.04461486866128548,-0.01370628887472955
-0.044505039887921094,-0.018419761128837364,-0.044505039887921094,-0.018419761128837364
-0.04425465870319406,-0.022925988988191294,-0.04425465870319406,-0.022925988988191294
-0.04407045034264867,-0.02731401093575504,-0.04407045034264867,-0.02731401093575504
-0.043682568637395336,-0.03149526451402547,-0.043682568637395336,-0.03149526451402547
-0.04316490488112645,-0.03538295478508255,-0.04316490488112645,-0.03538295478508255
-0.04237452937937996,-0.039231562410365725,-0.04237452937937996,-0.039231562410365725
-0.041447338885697696,-0.04279518181159906,-0.041447338885697696,-0.04279518181159906
-0.04038997184709331,-0.045944324111253376,-0.04038997184709331,-0.045944324111253376
-0.0391668222347273,-0.048631462802303564,-0.0391668222347273,-0.048631462802303564
-0.03801313577427476,-0.05080963892668086,-0.03801313577427476,-0.05080963892668086
-0.03248045760367225,0.06110326961725397,-0.03248045760367225,0.06110326961725397
-0.032165335331635715,0.05816802724839139,-0.032165335331635715,0.05816802724839139
-0.033150515046279166,0.05787221201031516,-0.033150515046279166,0.05787221201031516
-0.03422979136177633,0.057272594699178156,-0.03422979136177633,0.057272594699178156
-0.03516462902126122,0.05570932636100246,-0.03516462902126122,0.05570932636100246
-0.03632432387626118,0.05411914308803619,-0.03632432387626118,0.05411914308803619
-0.03719155427912929,0.05187403833700453,-0.03719155427912929,0.05187403833700453
-0.038169536520035734,0.049636876499511734,-0.038169536520035734,0.049636876499511734
-0.03876947273162913,0.046748608849144335,-0.03876947273162913,0.046748608849144335
-0.03940261107894537,0.043873692593840566,-0.03940261107894537,0.043873692593840566
-0.04004189539338513,0.04098165933626522,-0.04004189539338513,0.04098165933626522
-0.040665308493145966,0.03787958814467801,-0.040665308493145966,0.03787958814467801
-0.04150976722053545,0.03488661255300295,-0.04150976722053545,0.03488661255300295
-0.04212348434460563,0.031205817965702907,-0.04212348434460563,0.031205817965702907
-0.042713294545009765,0.027297294953489273,-0.042713294545009765,0.027297294953489273
-0.04323364914546164,0.022999037977487178,-0.04323364914546164,0.022999037977487178
-0.04364426657403369,0.018565746195672302,-0.04364426657403369,0.018565746195672302
-0.04406349878416594,0.013851207924533282,-0.04406349878416594,0.013851207924533282
-0.044384216817195066,0.008868405494117753,-0.044384216817195066,0.008868405494117753
-0.04467914600276311,0.004102764432924466,-0.04467914600276311,0.004102764432924466
-0.04486265795729195,-0.0009672903763105731,-0.04486265795729195,-0.0009672903763105731
-0.04495914074648437,-0.0061674087560277075,-0.04495914074648437,-0.0061674087560277075
-0.04489270325582388,-0.011189804237446222,-0.04489270325582388,-0.011189804237446222
-0.04475511368918632,-0.016056563387809197,-0.04475511368918632,-0.016056563387809197
-0.04453197268533908,-0.020471973496124642,-0.04453197268533908,-0.020471973496124642
-0.04435580621211841,-0.02484390637867207,-0.04435580621211841,-0.02484390637867207
-0.0439426169157916,-0.029122470428512723,-0.0439426169157916,-0.029122470428512723
-0.04342601389902807,-0.0330015302357143,-0.04342601389902807,-0.0330015302357143
-0.04286290004629986,-0.03668238477137703,-0.04286290004629986,-0.03668238477137703
-0.041977613165827175,-0.040211195466602255,-0.041977613165827175,-0.040211195466602255
-0.04097042580280725,-0.04338961217319673,-0.04097042580280725,-0.04338961217319673
-0.03972656099632088,-0.04641507090192601,-0.03972656099632088,-0.04641507090192601
-0.03862777127707102,-0.04864277461029919,-0.03862777127707102,-0.04864277461029919
-0.03352758599575413,0.06428675896125523,-0.03352758599575413,0.06428675896125523
-0.03284294571755894,0.06114068771449688,-0.03284294571755894,0.06114068771449688
-0.03387665305613315,0.060788158039237955,-0.03387665305613315,0.060788158039237955
-0.034748574700985385,0.059454722981335716,-0.034748574700985385,0.059454722981335716
-0.03567309922489192,0.057889733073457426,-0.03567309922489192,0.057889733073457426
-0.03681107120334402,0.05619111558808494,-0.03681107120334402,0.05619111558808494
-0.03754614167522993,0.05351997481803433,-0.03754614167522993,0.05351997481803433
-0.03849910765415078,0.05150586349877811,-0.03849910765415078,0.05150586349877811
-0.03904112367951937,0.04853448983197152,-0.03904112367951937,0.04853448983197152
-0.039615609620661546,0.04567100449312754,-0.039615609620661546,0.04567100449312754
-0.04014961523749714,0.042810754093983244,-0.04014961523749714,0.042810754093983244
-0.040725864794330865,0.03967102602560402,-0.040725864794330865,0.03967102602560402
-0.04154673822114401,0.03670173196466809,-0.04154673822114401,0.03670173196466809
-0.04214880169871051,0.0332897892375072,-0.04214880169871051,0.0332897892375072
-0.042688840093447866,0.029386905695493636,-0.042688840093447866,0.029386905695493636
-0.04323939810474849,0.025272576375311023,-0.04323939810474849,0.025272576375311023
-0.04364766585730433,0.020852346096043244,-0.04364766585730433,0.020852346096043244
-0.044093429876442096,0.01638905920720106,-0.044093429876442096,0.01638905920720106
-0.0444631884186654,0.011489783270988332,-0.0444631884186654,0.011489783270988332
-0.0447655787118568,0.006743165408511825,-0.0447655787118568,0.006743165408511825
-0.04501374727610253,0.0018895403805226545,-0.04501374727610253,0.0018895403805226545
-0.0451122314623296,-0.00330782199871106,-0.0451122314623296,-0.00330782199871106
-0.04516845202967937,-0.008429865736987677,-0.04516845202967937,-0.008429865736987677
-0.04503747686842461,-0.013341501198752928,-0.04503747686842461,-0.013341501198752928
-0.044814057672989,-0.017758623477945684,-0.044814057672989,-0.017758623477945684
-0.044541370948946765,-0.022056213680490277,-0.044541370948946765,-0.022056213680490277
-0.04411410887024955,-0.026368999186510898,-0.04411410887024955,-0.026368999186510898
-0.04363970307361401,-0.03052417921739275,-0.04363970307361401,-0.03052417921739275
-0.04308399307037584,-0.03420153909873355,-0.04308399307037584,-0.03420153909873355
-0.042363214009881064,-0.03765889994452728,-0.042363214009881064,-0.03765889994452728
-0.04145698300860798,-0.040738418693184696,-0.04145698300860798,-0.040738418693184696
-0.04025487268584896,-0.043872831466182274,-0.04025487268584896,-0.043872831466182274
-0.039078614752738425,-0.04646494585735284,-0.039078614752738425,-0.04646494585735284
-0.03356513645087257,0.06630832137516579,-0.03356513645087257,0.06630832137516579
-0.033257385836164687,0.06355968774452717,-0.033257385836164687,0.06355968774452717
-0.03430982138447764,0.06323540884040525,-0.03430982138447764,0.06323540884040525
-0.03506137161620365,0.06159530795669646,-0.03506137161620365,0.06159530795669646
-0.03607464167126869,0.060007777131462846,-0.03607464167126869,0.060007777131462846
-0.0371586298933439,0.05838957648368193,-0.0371586298933439,0.05838957648368193
-0.03769444687975393,0.055192803758529606,-0.03769444687975393,0.055192803758529606
-0.03873799603013219,0.05325865155860681,-0.03873799603013219,0.05325865155860681
-0.03923363531008168,0.05018281791327525,-0.03923363531008168,0.05018281791327525
-0.03980450998488696,0.047323080684188126,-0.03980450998488696,0.047323080684188126
-0.04030804935582933,0.04435366817853448,-0.04030804935582933,0.04435366817853448
-0.0407592305687651,0.04131851877042088,-0.0407592305687651,0.04131851877042088
-0.04154599344116381,0.038483741785871516,-0.04154599344116381,0.038483741785871516
-0.04204027769838147,0.0350083410414903,-0.04204027769838147,0.0350083410414903
-0.04260342682710096,0.031334274410866815,-0.04260342682710096,0.031334274410866815
-0.04319901159152793,0.027414172458132616,-0.04319901159152793,0.027414172458132616
-0.04370289730029963,0.023072300314256933,-0.04370289730029963,0.023072300314256933
-0.04420399308624824,0.018660225047897012,-0.04420399308624824,0.018660225047897012
-0.04459168575920166,0.013934100533891597,-0.04459168575920166,0.013934100533891597
-0.04492345225850611,0.009156608105009493,-0.04492345225850611,0.009156608105009493
-0.04519903441686048,0.0044092993319605886,-0.04519903441686048,0.0044092993319605886
-0.045321129373192576,-0.0005188724826933869,-0.045321129373192576,-0.0005188724826933869
-0.045309108102036866,-0.005507416956699831,-0.045309108102036866,-0.005507416956699831
-0.045146678784165443,-0.01040832493351648,-0.045146678784165443,-0.01040832493351648
-0.0448651464776914,-0.014861306849446771,-0.0448651464776914,-0.014861306849446771
-0.044577881504103405,-0.019113497383694677,-0.044577881504103405,-0.019113497383694677
-0.04419819758658809,-0.02337151606008305,-0.04419819758658809,-0.02337151606008305
-0.043694617313455655,-0.0275860282132721,-0.043694617313455655,-0.0275860282132721
-0.04308131215357122,-0.03163943696864428,-0.04308131215357122,-0.03163943696864428
-0.04238984236597209,-0.03524653357759932,-0.04238984236597209,-0.03524653357759932
-0.04164650210016665,-0.038201049353972845,-0.04164650210016665,-0.038201049353972845
-0.040575092115627445,-0.04124709616035985,-0.040575092115627445,-0.04124709616035985
-0.03945740133788088,-0.04392164520358711,-0.03945740133788088,-0.04392164520358711
-0.03353133193079454,0.06885768764947216,-0.03353133193079454,0.06885768764947216
-0.03353315720231513,0.06504131669708843,-0.03353315720231513,0.06504131669708843
-0.0348266172546429,0.06557694046966613,-0.0348266172546429,0.06557694046966613
-0.035406193697663554,0.06333374424328363,-0.035406193697663554,0.06333374424328363
-0.03654468688598586,0.06181890345235721,-0.03654468688598586,0.06181890345235721
-0.03735029969807869,0.05962681031490835,-0.03735029969807869,0.05962681031490835
-0.03783206097101267,0.05687170254753286,-0.03783206097101267,0.05687170254753286
-0.038779899395140725,0.05499751316862661,-0.038779899395140725,0.05499751316862661
-0.03920397198153825,0.05171540574311376,-0.03920397198153825,0.05171540574311376
-0.0398881689467937,0.04895804839044548,-0.0398881689467937,0.04895804839044548
-0.040457260794707274,0.04595795807518962,-0.040457260794707274,0.04595795807518962
-0.04088525842073531,0.04270745259550663,-0.04088525842073531,0.04270745259550663
-0.04146680646781104,0.04000976932722851,-0.04146680646781104,0.04000976932722851
-0.04192430592905369,0.036431892087295435,-0.04192430592905369,0.036431892087295435
-0.04249448900450369,0.033165686859562955,-0.04249448900450369,0.033165686859562955
-0.0430479333794721,0.0295014529511569,-0.0430479333794721,0.0295014529511569
-0.04355948199972247,0.025212371170380367,-0.04355948199972247,0.025212371170380367
-0.044226188760412795,0.02095140600294789,-0.044226188760412795,0.02095140600294789
-0.04469714857024209,0.016143038338584364,-0.04469714857024209,0.016143038338584364
-0.04503919184413846,0.011424132546774527,-0.04503919184413846,0.011424132546774527
-0.04524094566340347,0.006754498083452185,-0.04524094566340347,0.006754498083452185
-0.04529562757034411,0.0020653155379943694,-0.04529562757034411,0.0020653155379943694
-0.04526756755764098,-0.002676937413998651,-0.04526756755764098,-0.002676937413998651
-0.04505585354166152,-0.007480760088096378,-0.04505585354166152,-0.007480760088096378
-0.04482986068175638,-0.011830326450610119,-0.04482986068175638,-0.011830326450610119
-0.04449440968258043,-0.015943311097591825,-0.04449440968258043,-0.015943311097591825
-0.04407193045156298,-0.02005743540770876,-0.04407193045156298,-0.02005743540770876
-0.04359184265440584,-0.02428979633009616,-0.04359184265440584,-0.02428979633009616
-0.04308251871631559,-0.028540052007735114,-0.04308251871631559,-0.028540052007735114
-0.04246975346211271,-0.03227266013621466,-0.04246975346211271,-0.03227266013621466
-0.04172543840374303,-0.0356574254401429,-0.04172543840374303,-0.0356574254401429
-0.04081988172412476,-0.03861748615640004,-0.04081988172412476,-0.03861748615640004
-0.03986411036334441,-0.041412591645529004,-0.03986411036334441,-0.041412591645529004
-0.03252592632629419,0.06875183097837033,-0.03252592632629419,0.06875183097837033
-0.03346613101398393,0.06682792680084862,-0.03346613101398393,0.06682792680084862
-0.03477042390757589,0.06663890891062148,-0.03477042390757589,0.06663890891062148
-0.03554091807518717,0.06466902003191412,-0.03554091807518717,0.06466902003191412
-0.03645875276686225,0.0629118108604269,-0.03645875276686225,0.0629118108604269
-0.03718828415062715,0.060648151201018644,-0.03718828415062715,0.060648151201018644
-0.03778149364422472,0.058028246170534224,-0.03778149364422472,0.058028246170534224
-0.038673685717482364,0.05606402370377627,-0.038673685717482364,0.05606402370377627
-0.039170242282308185,0.05294692044946517,-0.039170242282308185,0.05294692044946517
-0.03988166272993821,0.05043012108466033,-0.03988166272993821,0.05043012108466033
-0.04043240157311938,0.04743826599745065,-0.04043240157311938,0.04743826599745065
-0.040832340873350796,0.04404849815191865,-0.040832340873350796,0.04404849815191865
-0.041442867755879804,0.04143888029471072,-0.041442867755879804,0.04143888029471072
-0.0417969135149346,0.037833247310547706,-0.0417969135149346,0.037833247310547706
-0.04234134573977048,0.03453383791402211,-0.04234134573977048,0.03453383791402211
-0.04293630973000812,0.030989933305022796,-0.04293630973000812,0.030989933305022796
-0.043548147644076114,0.027118545687584594,-0.043548147644076114,0.027118545687584594
-0.044267860311192016,0.02322238547605535,-0.044267860311192016,0.02322238547605535
-0.044675677332253215,0.01842658871693794,-0.044675677332253215,0.01842658871693794
-0.045057883264506195,0.01382423208191512,-0.045057883264506195,0.01382423208191512
-0.04528386038737889,0.009174347390746136,-0.04528386038737889,0.009174347390746136
-0.045413935520048285,0.004492212086582533,-0.045413935520048285,0.004492212086582533
-0.04541763752109436,-3.461894812944199e-05,-0.04541763752109436,-3.461894812944199e-05
-0.045140050771463124,-0.0046793762623819155,-0.045140050771463124,-0.0046793762623819155
-0.04484152225835008,-0.008943990311424177,-0.04484152225835008,-0.008943990311424177
-0.04446910054607446,-0.013020133616923031,-0.04446910054607446,-0.013020133616923031
-0.04404016555042379,-0.017040748659291487,-0.04404016555042379,-0.017040748659291487
-0.043637579838280344,-0.021110381754405907,-0.043637579838280344,-0.021110381754405907
-0.04309483669801028,-0.02523135507974629,-0.04309483669801028,-0.02523135507974629
-0.04243341068286738,-0.02916815453444613,-0.04243341068286738,-0.02916815453444613
-0.041706524238431505,-0.03274108557210821,-0.041706524238431505,-0.03274108557210821
-0.04094023224994689,-0.03594573870254971,-0.04094023224994689,-0.03594573870254971
-0.04010729854597301,-0.03887168552708023,-0.04010729854597301,-0.03887168552708023
-0.03176178622564583,0.06877149958578806,-0.03176178622564583,0.06877149958578806
-0.033330459093997025,0.06842157451439206,-0.033330459093997025,0.06842157451439206
-0.03434191979359446,0.06715601311979884,-0.03434191979359446,0.06715601311979884
-0.03544689401710801,0.0655190384223223,-0.03544689401710801,0.0655190384223223
-0.036352450508805846,0.06356277550287882,-0.036352450508805846,0.06356277550287882
-0.03705976210315842,0.06121192421011427,-0.03705976210315842,0.06121192421011427
-0.03764120035291408,0.058695954417622404,-0.03764120035291408,0.058695954417622404
-0.038268323213893514,0.056673150844933524,-0.038268323213893514,0.056673150844933524
-0.03893001140427723,0.05407351369271255,-0.03893001140427723,0.05407351369271255
-0.03965364154848648,0.051594438099219354,-0.03965364154848648,0.051594438099219354
-0.04026009021514338,0.04869222769127827,-0.04026009021514338,0.04869222769127827
-0.04078533714535565,0.04547763226381581,-0.04078533714535565,0.04547763226381581
-0.04136691483759324,0.04255699364777229,-0.04136691483759324,0.04255699364777229
-0.0416629156153586,0.03908199578822764,-0.0416629156153586,0.03908199578822764
-0.04221726234484118,0.0359896764713144,-0.04221726234484118,0.0359896764713144
-0.042865916780550864,0.03261820195617729,-0.042865916780550864,0.03261820195617729
-0.04340747314079521,0.028924660857091476,-0.04340747314079521,0.028924660857091476
-0.044066788357549846,0.025197411407496807,-0.044066788357549846,0.025197411407496807
-0.04455688849130867,0.02057574478394534,-0.04455688849130867,0.02057574478394534
-0.04504593189033885,0.01617940329414107,-0.04504593189033885,0.01617940329414107
-0.045273995040704604,0.011643514407791615,-0.045273995040704604,0.011643514407791615
-0.045250985531123354,0.007052489223942914,-0.045250985531123354,0.007052489223942914
-0.04524473742185085,0.002721414106402835,-0.04524473742185085,0.002721414106402835
-0.04496272265354752,-0.0020245351385456403,-0.04496272265354752,-0.0020245351385456403
-0.044705093302029424,-0.006349601580591231,-0.044705093302029424,-0.006349601580591231
-0.044365119885328104,-0.010361610579576677,-0.044365119885328104,-0.010361610579576677
-0.04394878669730701,-0.014167631766672052,-0.04394878669730701,-0.014167631766672052
-0.04352443747323036,-0.017985556703374046,-0.04352443747323036,-0.017985556703374046
-0.04298954107127973,-0.02204310485925983,-0.04298954107127973,-0.02204310485925983
-0.042447236782139616,-0.02609070001642579,-0.042447236782139616,-0.02609070001642579
-0.04180402438116485,-0.029843232400499273,-0.04180402438116485,-0.029843232400499273
-0.04107763543762094,-0.03331551285773881,-0.04107763543762094,-0.03331551285773881
-0.040256808226832495,-0.03648036982576026,-0.040256808226832495,-0.03648036982576026
-0.03087641108147047,0.069168195000457,-0.03087641108147047,0.069168195000457
-0.03245855076936137,0.06869054953156428,-0.03245855076936137,0.06869054953156428
-0.03369425908107401,0.06747743162560903,-0.03369425908107401,0.06747743162560903
-0.0350858965203606,0.06637318858155986,-0.0350858965203606,0.06637318858155986
-0.03593781557404769,0.06412923787104303,-0.03593781557404769,0.06412923787104303
-0.036725631713801304,0.06172116132654888,-0.036725631713801304,0.06172116132654888
-0.03744655450849673,0.0594665356863692,-0.03744655450849673,0.0594665356863692
-0.03811001310988715,0.056991417433432286,-0.03811001310988715,0.056991417433432286
-0.03891046881980056,0.054811055565785013,-0.03891046881980056,0.054811055565785013
-0.039543885570256516,0.05226734201914438,-0.039543885570256516,0.05226734201914438
-0.040152438328723346,0.049612054540503624,-0.040152438328723346,0.049612054540503624
-0.04067860528745051,0.046691595554986434,-0.04067860528745051,0.046691595554986434
-0.04111528202532034,0.043604220495264585,-0.04111528202532034,0.043604220495264585
-0.04159243381943323,0.04032258655506462,-0.04159243381943323,0.04032258655506462
-0.04211249841706229,0.037145311823765924,-0.04211249841706229,0.037145311823765924
-0.042653008723608415,0.033798184176203845,-0.042653008723608415,0.033798184176203845
-0.043194729066096706,0.030180935871575658,-0.043194729066096706,0.030180935871575658
-0.04391397412370802,0.02683856347502634,-0.04391397412370802,0.02683856347502634
-0.04428614096711945,0.022783750116037133,-0.04428614096711945,0.022783750116037133
-0.0447034930551462,0.018434271751639517,-0.0447034930551462,0.018434271751639517
-0.04491797119294931,0.014067217853371356,-0.04491797119294931,0.014067217853371356
-0.04495225789961473,0.00958127682091697,-0.04495225789961473,0.00958127682091697
-0.045043480602739785,0.005428464711613452,-0.045043480602739785,0.005428464711613452
-0.04482130573101973,0.0006592493919821984,-0.04482130573101973,0.0006592493919821984
-0.04459406821534352,-0.0037223391605930847,-0.04459406821534352,-0.0037223391605930847
-0.044313244724661374,-0.007789830570425283,-0.044313244724661374,-0.007789830570425283
-0.04391817495519209,-0.011601027114942944,-0.04391817495519209,-0.011601027114942944
-0.043605433803246954,-0.015087412372889637,-0.043605433803246954,-0.015087412372889637
-0.04312334560784677,-0.018941064399728123,-0.04312334560784677,-0.018941064399728123
-0.04257053834250987,-0.022992254503294184,-0.04257053834250987,-0.022992254503294184
-0.041926723225025615,-0.026990573467986334,-0.041926723225025615,-0.026990573467986334
-0.041188794258832324,-0.030644029173380744,-0.041188794258832324,-0.030644029173380744
-0.0404679424970144,-0.03395549653949905,-0.0404679424970144,-0.03395549653949905
-0.030106136634871238,0.06930703749950082,-0.030106136634871238,0.06930703749950082
-0.03168638377513266,0.06844790445468457,-0.03168638377513266,0.06844790445468457
-0.033132962226017734,0.06758187621151936,-0.033132962226017734,0.06758187621151936
-0.03446453611636802,0.06620089395309396,-0.03446453611636802,0.06620089395309396
-0.035442877027557676,0.0641537062826654,-0.035442877027557676,0.0641537062826654
-0.03632893641724767,0.061845304593121264,-0.03632893641724767,0.061845304593121264
-0.03720274302249524,0.05983400414608724,-0.03720274302249524,0.05983400414608724
-0.0378869996287215,0.05724397361544267,-0.0378869996287215,0.05724397361544267
-0.03870548921580372,0.05523636660665722,-0.03870548921580372,0.05523636660665722
-0.03934561310896844,0.05276501941978845,-0.03934561310896844,0.05276501941978845
-0.03988730839659066,0.05012230053516412,-0.03988730839659066,0.05012230053516412
-0.04040919946003976,0.047454524485232984,-0.04040919946003976,0.047454524485232984
-0.04082314947593364,0.0444362497414258,-0.04082314947593364,0.0444362497414258
-0.04131384968362118,0.041331289267713914,-0.04131384968362118,0.041331289267713914
-0.04179231030574045,0.03806114341759433,-0.04179231030574045,0.03806114341759433
-0.042330381042550005,0.034734796449000696,-0.042330381042550005,0.034734796449000696
-0.04291680357195885,0.031462488473664015,-0.04291680357195885,0.031462488473664015
-0.04353191955761017,0.028042698112785206,-0.04353191955761017,0.028042698112785206
-0.04392325408714868,0.0242369295803254,-0.04392325408714868,0.0242369295803254
-0.04428750813747997,0.020340121376244972,-0.04428750813747997,0.020340121376244972
-0.04450450628378426,0.01605471301685391,-0.04450450628378426,0.01605471301685391
-0.04458483420819145,0.01199621623256536,-0.04458483420819145,0.01199621623256536
-0.044629586843792014,0.007997807510255306,-0.044629586843792014,0.007997807510255306
-0.04446814029389599,0.0034500123657072047,-0.04446814029389599,0.0034500123657072047
-0.044397647529709296,-0.0010665352725839803,-0.044397647529709296,-0.0010665352725839803
-0.04415120373833917,-0.005189110658348683,-0.04415120373833917,-0.005189110658348683
-0.04394169415674497,-0.009119126182223632,-0.04394169415674497,-0.009119126182223632
-0.043694661410761296,-0.012493140823471882,-0.043694661410761296,-0.012493140823471882
-0.04324942786741624,-0.01620289910040897,-0.04324942786741624,-0.01620289910040897
-0.04279145401136171,-0.019999655942575544,-0.04279145401136171,-0.019999655942575544
-0.042166441395588034,-0.02399867219928027,-0.042166441395588034,-0.02399867219928027
-0.04147859800253021,-0.02803382649185817,-0.04147859800253021,-0.02803382649185817
-0.0407335259493344,-0.03145341729424212,-0.0407335259493344,-0.03145341729424212
