,latitude,longitude,time,u10,v10
1477408,-26.5,-41.25,1994-01-01,-4.020108,2.3909361
1481792,-26.5,-41.0,1994-01-01,-4.040436,2.3784397
1486176,-26.5,-40.75,1994-01-01,-4.0810914,2.3292859
1490560,-26.5,-40.5,1994-01-01,-4.0395117,2.3392832
1494944,-26.5,-40.25,1994-01-01,-3.9258614,2.4634163
1499328,-26.5,-40.0,1994-01-01,-3.6227937,2.6367033
1503712,-26.75,-47.75,1994-01-01,-5.170472,-3.4649885
1508096,-26.75,-47.5,1994-01-01,-4.638255,-3.171734
1512480,-26.75,-47.25,1994-01-01,-4.217841,-3.103419
1516864,-26.75,-47.0,1994-01-01,-4.100495,-3.1575713
1521248,-26.75,-46.75,1994-01-01,-4.1171265,-3.0775926
1525632,-26.75,-46.5,1994-01-01,-4.176262,-2.9634566
1530016,-26.75,-46.25,1994-01-01,-4.233549,-2.7685091
1534400,-26.75,-46.0,1994-01-01,-4.3776913,-2.5885577
1538784,-26.75,-45.75,1994-01-01,-4.457154,-2.4410973
1543168,-26.75,-45.5,1994-01-01,-4.529225,-2.331127
1547552,-26.75,-45.25,1994-01-01,-4.6280913,-2.0970232
1551936,-26.75,-45.0,1994-01-01,-4.660431,-1.8470904
1556320,-26.75,-44.75,1994-01-01,-4.8295207,-1.546338
1560704,-26.75,-44.5,1994-01-01,-5.1298165,-1.2822424
1565088,-26.75,-44.25,1994-01-01,-5.345105,-1.0531373
1569472,-26.75,-44.0,1994-01-01,-5.511423,-0.7573836
1573856,-26.75,-43.75,1994-01-01,-5.551154,-0.45579803
1578240,-26.75,-43.5,1994-01-01,-5.4781594,-0.0417428
1582624,-26.75,-43.25,1994-01-01,-5.3432574,0.31566095
1587008,-26.75,-43.0,1994-01-01,-5.2776546,0.78053594
1591392,-26.75,-42.75,1994-01-01,-5.0281777,1.1362736
1595776,-26.75,-42.5,1994-01-01,-4.8516965,1.5170045
1600160,-26.75,-42.25,1994-01-01,-4.6151557,1.8285873
1604544,-26.75,-42.0,1994-01-01,-4.385083,2.0835187
1608928,-26.75,-41.75,1994-01-01,-4.1901217,2.2659695
1613312,-26.75,-41.5,1994-01-01,-4.1069627,2.3367841
1617696,-26.75,-41.25,1994-01-01,-4.0533714,2.3676088
1622080,-26.75,-41.0,1994-01-01,-4.0709276,2.3867705
1626464,-26.75,-40.75,1994-01-01,-4.116203,2.360944
1630848,-26.75,-40.5,1994-01-01,-4.142998,2.3676088
1635232,-26.75,-40.25,1994-01-01,-4.033044,2.4350908
1639616,-26.75,-40.0,1994-01-01,-3.7613916,2.5575578
1644000,-27.0,-48.0,1994-01-01,-5.2776546,-4.0456657
1648384,-27.0,-47.75,1994-01-01,-5.029102,-3.567461
1652768,-27.0,-47.5,1994-01-01,-4.5504766,-3.3675146
1657152,-27.0,-47.25,1994-01-01,-4.248333,-3.3300247
1661536,-27.0,-47.0,1994-01-01,-4.1393023,-3.3700142
1665920,-27.0,-46.75,1994-01-01,-4.302848,-3.31003
1670304,-27.0,-46.5,1994-01-01,-4.4026384,-3.2075577
1674688,-27.0,-46.25,1994-01-01,-4.4275866,-3.02594
1679072,-27.0,-46.0,1994-01-01,-4.514441,-2.8551526
1683456,-27.0,-45.75,1994-01-01,-4.607764,-2.7035267
1687840,-27.0,-45.5,1994-01-01,-4.827673,-2.4286005
1692224,-27.0,-45.25,1994-01-01,-4.9745865,-2.149509
1696608,-27.0,-45.0,1994-01-01,-5.2037354,-1.698797
1700992,-27.0,-44.75,1994-01-01,-5.435656,-1.2605815
1705376,-27.0,-44.5,1994-01-01,-5.7147,-0.98565555
1709760,-27.0,-44.25,1994-01-01,-5.917053,-0.70656395
1714144,-27.0,-44.0,1994-01-01,-6.075055,-0.40997708
1718528,-27.0,-43.75,1994-01-01,-5.961405,-0.11339021
1722912,-27.0,-43.5,1994-01-01,-5.8292747,0.27400565
1727296,-27.0,-43.25,1994-01-01,-5.6065936,0.6080823
1731680,-27.0,-43.0,1994-01-01,-5.3367896,0.9554889
1736064,-27.0,-42.75,1994-01-01,-5.087313,1.3020623
1740448,-27.0,-42.5,1994-01-01,-4.7722335,1.5245025
1744832,-27.0,-42.25,1994-01-01,-4.5015054,1.8069265
1749216,-27.0,-42.0,1994-01-01,-4.2603445,2.0002077
1753600,-27.0,-41.75,1994-01-01,-4.095875,2.2018201
1757984,-27.0,-41.5,1994-01-01,-3.9914646,2.253473
1762368,-27.0,-41.25,1994-01-01,-3.9387972,2.2326453
1766752,-27.0,-41.0,1994-01-01,-3.957277,2.2459753
1771136,-27.0,-40.75,1994-01-01,-4.104191,2.3434489
1775520,-27.0,-40.5,1994-01-01,-4.16887,2.374274
1779904,-27.0,-40.25,1994-01-01,-4.0644593,2.4242604
1784288,-27.0,-40.0,1994-01-01,-3.9249375,2.430092
1788672,-27.25,-48.0,1994-01-01,-5.3811407,-4.5855203
1793056,-27.25,-47.75,1994-01-01,-4.969043,-3.941527
1797440,-27.25,-47.5,1994-01-01,-4.582816,-3.797399
1801824,-27.25,-47.25,1994-01-01,-4.281596,-3.7582428
1806208,-27.25,-47.0,1994-01-01,-4.3407316,-3.6041179
1810592,-27.25,-46.75,1994-01-01,-4.5135174,-3.5358028
1814976,-27.25,-46.5,1994-01-01,-4.6188517,-3.4216666
1819360,-27.25,-46.25,1994-01-01,-4.6742907,-3.2767057
1823744,-27.25,-46.0,1994-01-01,-4.7639174,-3.078426
1828128,-27.25,-45.75,1994-01-01,-4.9718146,-2.7693422
1832512,-27.25,-45.5,1994-01-01,-5.1898756,-2.4935832
1836896,-27.25,-45.25,1994-01-01,-5.3876085,-1.9762223
1841280,-27.25,-45.0,1994-01-01,-5.623225,-1.4063756
1845664,-27.25,-44.75,1994-01-01,-5.8958015,-0.9298372
1850048,-27.25,-44.5,1994-01-01,-6.071359,-0.6215868
1854432,-27.25,-44.25,1994-01-01,-6.273712,-0.3424952
1858816,-27.25,-44.0,1994-01-01,-6.151746,-0.11505628
1863200,-27.25,-43.75,1994-01-01,-6.007604,0.1607027
1867584,-27.25,-43.5,1994-01-01,-5.7756834,0.452291
1871968,-27.25,-43.25,1994-01-01,-5.5280547,0.70888853
1876352,-27.25,-43.0,1994-01-01,-5.247163,1.0288026
1880736,-27.25,-42.75,1994-01-01,-4.936703,1.2329142
1885120,-27.25,-42.5,1994-01-01,-4.6207,1.4553545
1889504,-27.25,-42.25,1994-01-01,-4.323176,1.6353061
1893888,-27.25,-42.0,1994-01-01,-4.086635,1.7885983
1898272,-27.25,-41.75,1994-01-01,-3.9304814,1.9752147
1902656,-27.25,-41.5,1994-01-01,-3.7761755,1.9827125
1907040,-27.25,-41.25,1994-01-01,-3.7225842,1.9610517
1911424,-27.25,-41.0,1994-01-01,-3.7983513,2.0185363
1915808,-27.25,-40.75,1994-01-01,-3.957277,2.1510007
1920192,-27.25,-40.5,1994-01-01,-4.089407,2.2959616
1924576,-27.25,-40.25,1994-01-01,-4.037664,2.3526132
1928960,-27.25,-40.0,1994-01-01,-3.9351013,2.3526132
1933344,-27.5,-48.0,1994-01-01,-5.3488016,-5.1028814
1937728,-27.5,-47.75,1994-01-01,-4.947791,-4.498877
1942112,-27.5,-47.5,1994-01-01,-4.604068,-4.345585
1946496,-27.5,-47.25,1994-01-01,-4.443294,-4.043999
1950880,-27.5,-47.0,1994-01-01,-4.509821,-3.8832092
1955264,-27.5,-46.75,1994-01-01,-4.731578,-3.7907343
1959648,-27.5,-46.5,1994-01-01,-4.808269,-3.629944
1964032,-27.5,-46.25,1994-01-01,-4.9348555,-3.4974797
1968416,-27.5,-46.0,1994-01-01,-5.1030207,-3.1542387
1972800,-27.5,-45.75,1994-01-01,-5.310918,-2.8401566
1977184,-27.5,-45.5,1994-01-01,-5.457832,-2.386112
1981568,-27.5,-45.25,1994-01-01,-5.638009,-1.8337606
1985952,-27.5,-45.0,1994-01-01,-5.755356,-1.2380875
1990336,-27.5,-44.75,1994-01-01,-5.941077,-0.7557174
1994720,-27.5,-44.5,1994-01-01,-6.075979,-0.45079935
1999104,-27.5,-44.25,1994-01-01,-6.075979,-0.18420434
2003488,-27.5,-44.0,1994-01-01,-5.9438486,0.04156804
2007872,-27.5,-43.75,1994-01-01,-5.7110043,0.20569062
2012256,-27.5,-43.5,1994-01-01,-5.4448957,0.43479562
2016640,-27.5,-43.25,1994-01-01,-5.233303,0.61807966
2021024,-27.5,-43.0,1994-01-01,-5.0124702,0.7855346
2025408,-27.5,-42.75,1994-01-01,-4.7001624,0.98631406
2029792,-27.5,-42.5,1994-01-01,-4.463622,1.1162789
2034176,-27.5,-42.25,1994-01-01,-4.1827297,1.2829008
2038560,-27.5,-42.0,1994-01-01,-3.961897,1.4278619
2042944,-27.5,-41.75,1994-01-01,-3.8168309,1.5786545
2047328,-27.5,-41.5,1994-01-01,-3.6532853,1.5878189
2051712,-27.5,-41.25,1994-01-01,-3.5618105,1.612812
2056096,-27.5,-41.0,1994-01-01,-3.6385014,1.6686304
2060480,-27.5,-40.75,1994-01-01,-3.7678597,1.8577464
2064864,-27.5,-40.5,1994-01-01,-3.9378734,2.0726883
2069248,-27.5,-40.25,1994-01-01,-3.947113,2.1651633
2073632,-27.5,-40.0,1994-01-01,-4.025652,2.253473
2078016,-27.75,-48.0,1994-01-01,-5.157536,-5.561924
2082400,-27.75,-47.75,1994-01-01,-5.010622,-5.0304008
2086784,-27.75,-47.5,1994-01-01,-4.7666893,-4.7929645
2091168,-27.75,-47.25,1994-01-01,-4.5689564,-4.3955717
2095552,-27.75,-47.0,1994-01-01,-4.6179276,-4.1381407
2099936,-27.75,-46.75,1994-01-01,-4.8812637,-4.0231714
2104320,-27.75,-46.5,1994-01-01,-4.9976864,-3.7749052
2108704,-27.75,-46.25,1994-01-01,-5.209279,-3.5999522
2113088,-27.75,-46.0,1994-01-01,-5.326626,-3.1858969
2117472,-27.75,-45.75,1994-01-01,-5.448592,-2.7718415
2121856,-27.75,-45.5,1994-01-01,-5.533599,-2.3003018
2126240,-27.75,-45.25,1994-01-01,-5.637085,-1.7837741
2130624,-27.75,-45.0,1994-01-01,-5.637085,-1.2914066
2135008,-27.75,-44.75,1994-01-01,-5.6176815,-0.8132019
2139392,-27.75,-44.5,1994-01-01,-5.6509447,-0.47995818
2143776,-27.75,-44.25,1994-01-01,-5.654641,-0.24835396
2148160,-27.75,-44.0,1994-01-01,-5.5280547,-0.06257057
2152544,-27.75,-43.75,1994-01-01,-5.305374,0.06406212
2156928,-27.75,-43.5,1994-01-01,-5.0725293,0.21402168
2161312,-27.75,-43.25,1994-01-01,-4.897896,0.31482792
2165696,-27.75,-43.0,1994-01-01,-4.721414,0.42396522
2170080,-27.75,-42.75,1994-01-01,-4.527377,0.5472655
2174464,-27.75,-42.5,1994-01-01,-4.334264,0.673898
2178848,-27.75,-42.25,1994-01-01,-4.179958,0.82719016
2183232,-27.75,-42.0,1994-01-01,-3.9803767,1.0096409
2187616,-27.75,-41.75,1994-01-01,-3.8611822,1.1729305
2192000,-27.75,-41.5,1994-01-01,-3.7133443,1.3062279
2196384,-27.75,-41.25,1994-01-01,-3.5812142,1.3570476
2200768,-27.75,-41.0,1994-01-01,-3.545179,1.376209
2205152,-27.75,-40.75,1994-01-01,-3.59415,1.482014
2209536,-27.75,-40.5,1994-01-01,-3.7817194,1.7052872
2213920,-27.75,-40.25,1994-01-01,-3.8999898,1.8969023
2218304,-27.75,-40.0,1994-01-01,-4.0505996,2.064357
2222688,-28.0,-48.0,1994-01-01,-5.098401,-6.1592636
2227072,-28.0,-47.75,1994-01-01,-5.1353602,-5.3719754
2231456,-28.0,-47.5,1994-01-01,-4.951487,-5.24201
2235840,-28.0,-47.25,1994-01-01,-4.710326,-4.6704974
2240224,-28.0,-47.0,1994-01-01,-4.7759295,-4.3730774
2244608,-28.0,-46.75,1994-01-01,-4.9043636,-4.063994
2248992,-28.0,-46.5,1994-01-01,-5.090085,-3.7607422
2253376,-28.0,-46.25,1994-01-01,-5.255479,-3.5474663
2257760,-28.0,-46.0,1994-01-01,-5.2462387,-3.0659292
2262144,-28.0,-45.75,1994-01-01,-5.3257017,-2.667703
2266528,-28.0,-45.5,1994-01-01,-5.364509,-2.2486491
2270912,-28.0,-45.25,1994-01-01,-5.3635855,-1.7512829
2275296,-28.0,-45.0,1994-01-01,-5.3404856,-1.3738844
2279680,-28.0,-44.75,1994-01-01,-5.2148232,-0.9298372
2284064,-28.0,-44.5,1994-01-01,-5.2268353,-0.67240644
2288448,-28.0,-44.25,1994-01-01,-5.2129755,-0.49162173
2292832,-28.0,-44.0,1994-01-01,-5.0947046,-0.33666348
2297216,-28.0,-43.75,1994-01-01,-4.928387,-0.27584648
2301600,-28.0,-43.5,1994-01-01,-4.7805495,-0.20753145
2305984,-28.0,-43.25,1994-01-01,-4.6317873,-0.16754222
2310368,-28.0,-43.0,1994-01-01,-4.533845,-0.10839152
2314752,-28.0,-42.75,1994-01-01,-4.413727,0.013242483
2319136,-28.0,-42.5,1994-01-01,-4.2991524,0.17319942
2323520,-28.0,-42.25,1994-01-01,-4.242789,0.41230178
2327904,-28.0,-42.0,1994-01-01,-4.1513143,0.6347418
2332288,-28.0,-41.75,1994-01-01,-4.0385876,0.8296895
2336672,-28.0,-41.5,1994-01-01,-3.88151,0.9729843
2341056,-28.0,-41.25,1994-01-01,-3.669917,1.0746236
2345440,-28.0,-41.0,1994-01-01,-3.600618,1.0946181
2349824,-28.0,-40.75,1994-01-01,-3.599694,1.1454377
2354208,-28.0,-40.5,1994-01-01,-3.7124205,1.3062279
2358592,-28.0,-40.25,1994-01-01,-3.9249375,1.5736558
2362976,-28.0,-40.0,1994-01-01,-4.106039,1.8452494
2367360,-28.25,-48.0,1994-01-01,-5.1399803,-6.3158884
2371744,-28.25,-47.75,1994-01-01,-5.3432574,-5.746875
2376128,-28.25,-47.5,1994-01-01,-5.179712,-5.505273
2380512,-28.25,-47.25,1994-01-01,-4.8960476,-4.901269
2384896,-28.25,-47.0,1994-01-01,-4.8138127,-4.487213
2389280,-28.25,-46.75,1994-01-01,-4.8433805,-4.108982
2393664,-28.25,-46.5,1994-01-01,-4.9172993,-3.7382483
2398048,-28.25,-46.25,1994-01-01,-5.0531254,-3.4783182
2402432,-28.25,-46.0,1994-01-01,-4.924691,-3.0059452
2406816,-28.25,-45.75,1994-01-01,-4.961651,-2.683532
2411200,-28.25,-45.5,1994-01-01,-4.9671946,-2.33196
2415584,-28.25,-45.25,1994-01-01,-4.9108315,-1.9320675
2419968,-28.25,-45.0,1994-01-01,-4.932083,-1.5963246
2424352,-28.25,-44.75,1994-01-01,-4.787941,-1.1631078
2428736,-28.25,-44.5,1994-01-01,-4.7269583,-0.9273379
2433120,-28.25,-44.25,1994-01-01,-4.726034,-0.76238227
2437504,-28.25,-44.0,1994-01-01,-4.732502,-0.64074826
2441888,-28.25,-43.75,1994-01-01,-4.651191,-0.6374159
2446272,-28.25,-43.5,1994-01-01,-4.4922657,-0.630751
2450656,-28.25,-43.25,1994-01-01,-4.391551,-0.64241445
2455040,-28.25,-43.0,1994-01-01,-4.3629074,-0.599926
2459424,-28.25,-42.75,1994-01-01,-4.383235,-0.4657954
2463808,-28.25,-42.5,1994-01-01,-4.3666034,-0.2333579
2468192,-28.25,-42.25,1994-01-01,-4.4081826,0.05406475
2472576,-28.25,-42.0,1994-01-01,-4.368451,0.31899357
2476960,-28.25,-41.75,1994-01-01,-4.2732806,0.5272708
2481344,-28.25,-41.5,1994-01-01,-4.1226707,0.6580689
2485728,-28.25,-41.25,1994-01-01,-3.877814,0.7113879
2490112,-28.25,-41.0,1994-01-01,-3.7281282,0.79886436
2494496,-28.25,-40.75,1994-01-01,-3.6505134,0.8838415
2498880,-28.25,-40.5,1994-01-01,-3.7493799,1.0288026
2503264,-28.25,-40.25,1994-01-01,-3.9840727,1.26124
2507648,-28.25,-40.0,1994-01-01,-4.167946,1.5536613
2512032,-28.5,-48.0,1994-01-01,-5.288742,-6.373373
2516416,-28.5,-47.75,1994-01-01,-5.5502305,-6.0726204
2520800,-28.5,-47.5,1994-01-01,-5.374673,-5.6352377
2525184,-28.5,-47.25,1994-01-01,-5.024482,-5.0445633
2529568,-28.5,-47.0,1994-01-01,-4.8239765,-4.6288424
2533952,-28.5,-46.75,1994-01-01,-4.7038584,-4.254776
2538336,-28.5,-46.5,1994-01-01,-4.58374,-3.8698795
2542720,-28.5,-46.25,1994-01-01,-4.646571,-3.5133088
2547104,-28.5,-46.0,1994-01-01,-4.542161,-3.0700946
2551488,-28.5,-45.75,1994-01-01,-4.526453,-2.782672
2555872,-28.5,-45.5,1994-01-01,-4.527377,-2.5019143
2560256,-28.5,-45.25,1994-01-01,-4.5209093,-2.2128253
2564640,-28.5,-45.0,1994-01-01,-4.536617,-1.9095736
2569024,-28.5,-44.75,1994-01-01,-4.443294,-1.577163
2573408,-28.5,-44.5,1994-01-01,-4.431282,-1.3463918
2577792,-28.5,-44.25,1994-01-01,-4.457154,-1.1556097
2582176,-28.5,-44.0,1994-01-01,-4.4857974,-0.9939866
2586560,-28.5,-43.75,1994-01-01,-4.4414463,-0.9456663
2590944,-28.5,-43.5,1994-01-01,-4.368451,-0.9473325
2595328,-28.5,-43.25,1994-01-01,-4.3416557,-0.96982646
2599712,-28.5,-43.0,1994-01-01,-4.3388834,-0.9148412
2604096,-28.5,-42.75,1994-01-01,-4.3629074,-0.7473862
2608480,-28.5,-42.5,1994-01-01,-4.3887787,-0.5141157
2612864,-28.5,-42.25,1994-01-01,-4.459002,-0.20169973
2617248,-28.5,-42.0,1994-01-01,-4.443294,0.025738955
2621632,-28.5,-41.75,1994-01-01,-4.3813868,0.20235825
2626016,-28.5,-41.5,1994-01-01,-4.2825203,0.31316185
2630400,-28.5,-41.25,1994-01-01,-4.0626116,0.35148478
2634784,-28.5,-41.0,1994-01-01,-3.939721,0.47978354
2639168,-28.5,-40.75,1994-01-01,-3.8713462,0.63974047
2643552,-28.5,-40.5,1994-01-01,-3.9286335,0.82052517
2647936,-28.5,-40.25,1994-01-01,-4.075547,1.0512965
2652320,-28.5,-40.0,1994-01-01,-4.248333,1.3378861
2656704,-28.75,-48.0,1994-01-01,-5.5465345,-6.3925343
2661088,-28.75,-47.75,1994-01-01,-5.675893,-6.0884495
2665472,-28.75,-47.5,1994-01-01,-5.4809313,-5.696055
2669856,-28.75,-47.25,1994-01-01,-5.0614414,-5.2120185
2674240,-28.75,-47.0,1994-01-01,-4.750982,-4.7104864
2678624,-28.75,-46.75,1994-01-01,-4.4164987,-4.3214245
2683008,-28.75,-46.5,1994-01-01,-4.236321,-4.0073423
2687392,-28.75,-46.25,1994-01-01,-4.097723,-3.604951
2691776,-28.75,-46.0,1994-01-01,-4.0505996,-3.2125564
2696160,-28.75,-45.75,1994-01-01,-4.003476,-2.9226344
2700544,-28.75,-45.5,1994-01-01,-4.019184,-2.7201889
2704928,-28.75,-45.25,1994-01-01,-4.0598397,-2.49275
2709312,-28.75,-45.0,1994-01-01,-4.167946,-2.2503152
2713696,-28.75,-44.75,1994-01-01,-4.2945323,-1.9837203
2718080,-28.75,-44.5,1994-01-01,-4.302848,-1.6879666
2722464,-28.75,-44.25,1994-01-01,-4.3240995,-1.3930459
2726848,-28.75,-44.0,1994-01-01,-4.3240995,-1.2022638
2731232,-28.75,-43.75,1994-01-01,-4.386007,-1.1289502
2735616,-28.75,-43.5,1994-01-01,-4.3702993,-1.1581091
2740000,-28.75,-43.25,1994-01-01,-4.309316,-1.1814362
2744384,-28.75,-43.0,1994-01-01,-4.2751284,-1.1006246
2748768,-28.75,-42.75,1994-01-01,-4.29638,-0.90900946
2753152,-28.75,-42.5,1994-01-01,-4.413727,-0.6074239
2757536,-28.75,-42.25,1994-01-01,-4.509821,-0.17753959
2761920,-28.75,-42.0,1994-01-01,-4.495961,0.022406578
2766304,-28.75,-41.75,1994-01-01,-4.4349785,0.10571766
2770688,-28.75,-41.5,1994-01-01,-4.326872,0.15903664
2775072,-28.75,-41.25,1994-01-01,-4.199362,0.15320468
2779456,-28.75,-41.0,1994-01-01,-4.1235948,0.2481792
2783840,-28.75,-40.75,1994-01-01,-4.040436,0.4056368
2788224,-28.75,-40.5,1994-01-01,-4.03674,0.59475255
2792608,-28.75,-40.25,1994-01-01,-4.1513143,0.82719016
2796992,-28.75,-40.0,1994-01-01,-4.345351,1.1112804
2801376,-29.0,-48.0,1994-01-01,-5.83759,-6.4041977
2805760,-29.0,-47.75,1994-01-01,-5.702688,-6.015136
2810144,-29.0,-47.5,1994-01-01,-5.487399,-5.661064
2814528,-29.0,-47.25,1994-01-01,-4.956107,-5.215351
2818912,-29.0,-47.0,1994-01-01,-4.394323,-4.765472
2823296,-29.0,-46.75,1994-01-01,-4.0496755,-4.3872404
2827680,-29.0,-46.5,1994-01-01,-3.8417788,-4.1081486
2832064,-29.0,-46.25,1994-01-01,-3.6865487,-3.675765
2836448,-29.0,-46.0,1994-01-01,-3.6948647,-3.338356
2840832,-29.0,-45.75,1994-01-01,-3.7013326,-3.0634298
2845216,-29.0,-45.5,1994-01-01,-3.7244322,-2.8559856
2849600,-29.0,-45.25,1994-01-01,-3.8371587,-2.660205
2853984,-29.0,-45.0,1994-01-01,-3.9692888,-2.4111054
2858368,-29.0,-44.75,1994-01-01,-4.2030573,-2.172836
2862752,-29.0,-44.5,1994-01-01,-4.375843,-1.9029087
2867136,-29.0,-44.25,1994-01-01,-4.4091067,-1.6171522
2871520,-29.0,-44.0,1994-01-01,-4.4183464,-1.409708
2875904,-29.0,-43.75,1994-01-01,-4.439598,-1.3005707
2880288,-29.0,-43.5,1994-01-01,-4.371223,-1.3064026
2884672,-29.0,-43.25,1994-01-01,-4.297304,-1.294739
2889056,-29.0,-43.0,1994-01-01,-4.2732806,-1.2047632
2893440,-29.0,-42.75,1994-01-01,-4.373995,-0.92650473
2897824,-29.0,-42.5,1994-01-01,-4.5310726,-0.5499394
2902208,-29.0,-42.25,1994-01-01,-4.6207,-0.10589218
2906592,-29.0,-42.0,1994-01-01,-4.5772724,0.2198534
2910976,-29.0,-41.75,1994-01-01,-4.503353,0.3248253
2915360,-29.0,-41.5,1994-01-01,-4.3776913,0.32315898
2919744,-29.0,-41.25,1994-01-01,-4.2917604,0.19569325
2924128,-29.0,-41.0,1994-01-01,-4.2307773,0.18153048
2928512,-29.0,-40.75,1994-01-01,-4.210449,0.22401905
2932896,-29.0,-40.5,1994-01-01,-4.2159934,0.40147138
2937280,-29.0,-40.25,1994-01-01,-4.2982283,0.60141754
2941664,-29.0,-40.0,1994-01-01,-4.4257383,0.84885097
